@RELATION D8192

@ATTRIBUTE x1 REAL
@ATTRIBUTE x2 REAL
@ATTRIBUTE catagory {0,1}

@DATA
0.795968,-0.390917,1
0.6732779999999999,0.050048,0
0.052658,-0.823795,0
1.319713,-0.829256,1
-0.293081,0.100801,0
0.283237,-1.4458280000000001,1
0.623188,0.256705,0
-1.011274,-1.100074,1
-0.69933,0.731005,0
1.0269780000000002,-1.444782,1
0.862535,-0.2798,1
0.071122,-0.610232,0
0.568807,0.863138,0
-0.81004,-0.523914,1
-1.491062,0.5629890000000001,1
-1.20404,-0.586166,1
0.530695,0.390884,0
0.241883,-0.025691000000000002,0
1.155015,-0.44585,1
-0.711326,0.155894,0
0.169034,-0.556384,0
0.033868999999999996,0.26015900000000003,0
-0.671686,0.680367,0
0.079197,-1.399672,1
-1.425365,0.903429,1
1.285606,1.2759120000000002,1
-1.095356,-0.736668,1
-1.265844,1.060137,1
1.131774,-0.9563,1
0.9796219999999999,-0.983935,1
-1.303575,-1.158379,1
0.217717,1.061653,0
-0.524385,1.215435,0
0.745962,-1.03891,1
-1.2353020000000001,0.814441,1
0.58934,0.041007999999999996,0
-1.463392,-1.279411,1
-0.228304,0.525871,0
-0.717838,-0.278475,0
-1.438559,-1.390926,1
-1.4344430000000001,1.2985520000000002,1
0.730668,1.148987,0
-0.278681,0.828234,0
-1.134266,-0.2902,1
-0.7540520000000001,0.165452,0
0.280025,-0.266534,0
-1.042952,0.656638,0
1.1447479999999999,0.038882,1
0.130019,1.160777,1
0.788043,-0.28212800000000005,0
1.373046,0.830794,1
0.519044,-1.348913,1
-0.25660700000000003,-1.207468,1
-0.461247,1.432821,1
0.680411,0.458085,0
1.1052170000000001,-0.668966,1
0.30241799999999996,-0.093704,0
-0.46966499999999994,-1.4564409999999999,1
0.895452,1.017852,0
0.300125,0.090933,0
-0.701951,0.65738,0
0.796629,-0.641548,1
-1.3618139999999999,-0.278858,1
-0.622222,0.24443099999999998,0
-0.510612,-0.7308180000000001,1
-1.235172,-0.8732049999999999,1
-1.321316,0.28065999999999997,1
0.18367,1.024275,0
0.165376,0.03193,0
-1.036907,0.555661,0
-0.844384,0.416137,0
0.796166,0.005825,0
