@RELATION norm_b

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE x0 REAL
@ATTRIBUTE x1 REAL
@ATTRIBUTE y {0,1}

@DATA
0,-0.19095475879516313,-0.14537367875405796,0
1,-1.4835709437059614,0.5197921492675114,1
2,1.8400194197889057,-0.5589013985004422,0
3,-1.2874552530634324,0.3612822482947644,1
4,1.5533854761559414,-0.808464395296309,0
5,-1.3028040941031598,0.9155822510048066,1
6,0.8125034987839383,0.0552912740503488,1
7,-1.5790832328182478,-0.3352780419613776,1
8,-1.2068711410410844,0.5971167113941477,1
9,-0.09464212955276578,1.5381948519245376,1
10,-0.06497345621202553,-0.8978133726525349,0
11,0.7043756056800392,0.30213096706660625,1
12,-0.8145534697150446,1.5079807269593652,1
13,-0.33153202181045727,1.6530921645083578,1
14,0.7898178470096909,-1.6402474566953928,0
15,-1.499761112645266,0.4702024512339668,1
16,-1.4907761621279836,-0.3223814048346223,1
17,-0.8540635222298165,1.2594691757381642,1
18,1.0784418547128096,-1.2388431732604168,0
19,-1.2020496850011984,0.7255722951808266,1
20,-0.5102117310469994,0.1400216572374053,0
21,1.657170822947406,0.21453838174987824,0
22,0.5912914283472192,-0.6729996721887426,1
23,-0.01124604081990695,-1.2665481667405918,0
24,-0.10740658386507293,-0.8223153985057506,0
25,0.36505619889981744,-1.6020578780814803,0
26,-0.24255404605155564,-0.30304167650174973,0
27,-0.3853101326016528,-0.06357883005138334,0
28,-0.2070036277923591,0.6733345673122227,0
29,-0.40113572611780723,-0.03154558475958851,0
30,0.5537714399026015,-1.597412997772944,0
31,0.5729396938813077,0.41595144405478207,1
32,0.8028649012062151,-1.3219954919670875,0
33,0.11629840585562505,-1.3040970207074425,0
34,0.42725513906537366,0.6231384958364704,1
35,-0.17214352986102108,1.5806559281855281,1
36,0.6657381612047009,-1.580461424942756,0
37,0.05227421559819074,-1.1905468727661621,0
38,0.5141028294375246,0.592813849603507,1
39,-1.287077734134135,-0.22699408307729946,1
40,0.5128020070697165,0.8828336045336584,1
41,0.5739072209658219,-0.27975753373323603,1
42,1.283319220391579,-1.2432401274817448,0
43,-1.3555273091433468,0.9239654385198591,1
44,0.20255835318613533,1.4091104917359634,1
45,-1.3529601804241231,-0.19306853445723604,1
46,-0.20960958703002475,1.4496673164235188,1
47,1.8259972881292816,-0.42525728925014444,0
48,-1.3743493243326117,0.4261657001416239,1
49,1.7979530248100333,-0.10119310066052148,0
50,-0.3399204924194493,-0.6414413696423221,0
51,-1.522423034658243,0.18605077821128746,1
52,0.5543636053088427,0.6179693862712476,1
53,0.3139778877658556,-1.2715574685267108,0
54,0.3256162570433437,-1.574293143375472,0
55,-0.8403833148575847,1.4219190105546147,1
56,-0.37357468702805974,-0.7934439575911811,0
57,-0.051693418904849096,1.2268982594138698,1
58,-1.521214974084491,0.7430182266547848,1
59,0.6850811525163963,-1.624923832269161,0
60,-1.4012718171190899,-0.3719576610923544,1
61,-0.2835644666539073,1.5571925617395146,1
62,0.32367041661919277,1.0733857119820753,1
63,1.8808993267042717,-0.11708919538330029,0
64,0.3372416828146844,1.014058194137709,1
65,-0.3205861301118521,-0.05744624386653447,0
66,1.6449284233830417,-0.8319441905794265,0
67,-1.2274405295602409,0.8357470638625275,1
68,0.7015032259408408,-1.327372202292081,0
69,1.3050750969742422,-1.2152080507901326,0
70,-0.39819107846928625,-0.3197990903479796,0
71,-0.43541120902149016,1.6916551257837282,1
72,0.7005475637369618,-1.7060225463378136,0
73,-0.48194958537427063,0.32929679598363615,0
74,-1.291349091162759,0.5563254023951967,1
75,-0.9973481352809305,1.4063907724299043,1
76,1.6900041835411723,-0.6152314003386246,0
77,-0.487150717594479,-0.06463998357524665,0
78,-1.3122528535907219,0.18549369128039234,1
79,-0.5112709413000571,1.5403156654416184,1
80,-0.10054221110493072,-1.2545954409820017,0
81,-0.46083872684795035,-0.46174573645845474,0
82,-0.37898938709969915,1.6794828510202011,1
83,-0.2751813891724766,0.15732869036130115,0
84,-0.42903329636738574,1.4151802002806226,1
85,0.014644207351320744,-1.002754809951242,0
86,1.5188047422322835,-1.2233104545437687,0
87,-1.475146878455064,-0.7911663233562881,1
88,1.838541702837084,-0.2601504634147596,0
89,-0.049171592457141325,1.3066707182690243,1
90,1.2485551201308338,-1.4122868871608332,0
91,-0.41739924159194675,1.5147314854785239,1
92,0.12830588078341496,1.216437570770466,1
93,-0.9253498823363215,1.4685634661545794,1
94,1.50509541197122,-0.901003554112031,0
95,-1.326167122699118,0.0902000138945631,1
96,-0.9158148328077771,1.343499690464584,1
97,0.5726689588777258,0.3073867014092875,1
98,-0.7871175511847214,1.4557474796826992,1
99,1.1152499503193232,-1.48630775949889,0
100,-0.4511569842497359,1.4260008298096722,1
101,1.67521622776783,-0.9784117539548339,0
102,0.7435458911584434,0.14275183125798535,1
103,0.631637415634007,-0.22417429721796953,1
104,-0.11048821695365342,1.4181224556529108,1
105,0.9278560255690808,-1.4432597256940878,0
106,-0.15321473074604067,-0.8935941485780609,0
107,1.3161202222199768,-1.2010956797176704,0
108,-0.9198165334583313,1.0958499064260274,1
109,1.2336431224235795,-1.1226808402195771,0
110,-1.6086375718546866,-0.1257349455858899,1
111,-0.11840101371173056,1.3812486775379762,1
112,0.43661545126092893,-1.6445040190360127,0
113,0.4834256412428037,-1.5718138825033914,0
114,-0.22431772451545823,-0.6569277889089494,0
115,-0.05570051268296479,-1.074986432575593,0
116,0.7319086005064674,0.014866328118820294,1
117,0.4444915747515887,-1.379494928300956,0
118,1.4002422259225993,-1.4317774620889347,0
119,-0.3431747055899944,-0.7285351157233424,0
120,-0.14425350999002853,1.5798792922496956,1
121,-1.0387134236768218,1.339349168799818,1
122,-0.13678187106647338,-0.8392311266004385,0
123,1.7029045446680264,-0.2725841060413072,0
124,-1.3890833488303398,-0.25703495848755503,1
125,0.9440073639899432,-1.4660808739623936,0
126,0.9628218288006221,-1.628941429706448,0
127,0.5659059769157379,-0.001072705610026176,1
128,0.2569757653184586,1.333058417719576,1
129,1.9305376727793413,0.0389837116346434,0
130,-1.2535971982330014,1.0676565284246655,1
131,1.7690890061014528,-0.289953867452328,0
132,1.5901450336144023,-0.9553113154557575,0
133,-0.8054444772638503,1.1896929174955606,1
134,-0.2241926039560339,-0.7252881800993047,0
135,-1.268212573924379,0.9621490430111882,1
136,0.3101520030738028,-1.5463342496855055,0
137,0.3776027708586443,1.05484950313666,1
138,-1.4833120735830143,0.17709407492823576,1
139,-1.2979394930427823,0.45498785454488094,1
140,-1.2055983629365956,0.5306695329611025,1
141,0.5584440456217932,-1.3451078787113306,0
142,-1.2788262489652023,0.21344063672519203,1
143,0.9616623063749224,-1.554847374366745,0
144,-1.159152748377871,0.95080119716416,1
145,-0.6472651245136788,1.2910274782845848,1
146,-1.0684403427952252,0.9865981396834503,1
147,0.5451046839114415,0.4195613076257569,1
148,1.8428885636515673,0.19518073104925568,0
149,1.9410758440343052,-0.3619226286830123,0
150,1.3278772403038157,-1.3527487814954047,0
151,-1.4574789925639375,0.5482035827431648,1
152,1.1313354925839367,-1.3380524399404226,0
153,-0.14270028925234707,-1.0155752770150601,0
154,1.419484905061653,-1.0451292614347747,0
155,1.6733394193764652,-0.5580052801129433,0
156,-0.4365933825829478,0.6256565885053426,0
157,-1.5181840363949877,0.3291519235109905,1
158,-0.29536139388170046,0.3173246543266505,0
159,-0.4260541327024717,1.308215028956814,1
160,0.5893477451740927,0.051198850727705796,1
161,-0.09464105092725351,-0.9060068817755667,0
162,-0.5396042762565963,1.2951122846009337,1
163,-1.3100308850354274,0.1560039286784486,1
164,-0.5975771616650442,1.392811591798004,1
165,-1.5655356963840261,-0.4713222549595266,1
166,0.7105183779724669,0.40323104354423484,1
167,-1.36726275471694,-0.09115552924908145,1
168,-1.2957930282733476,0.4329448357430533,1
169,1.683758941825078,-0.808473356480184,0
170,0.546545727595846,0.3800006678789711,1
171,0.35118183893537547,1.007464256336363,1
172,-0.21382161965547342,0.44353695508329055,0
173,0.08373912400452886,-1.4497804804937882,0
174,-1.069044373082101,1.3619014815518744,1
175,-1.3720410657363349,-0.43069075373967963,1
176,-0.1179684848813068,-1.0354467022578486,0
177,1.6019991279943462,-0.6309373686101889,0
178,0.69943442220829,-0.3414403494060786,1
179,0.7417877315734289,0.6830694000617528,1
180,-1.5762572339760772,0.023706536011497168,1
181,0.8651738611740236,-1.4213018381390725,0
182,0.6052369775954715,0.36131062537703523,1
183,0.399012408651866,0.7514716101101913,1
