,x1,x2,catagory
0,0.795968,-0.390917,1
1,0.6732779999999999,0.050048,0
2,0.052658,-0.823795,0
3,1.319713,-0.829256,1
4,-0.293081,0.100801,0
5,0.283237,-1.4458280000000001,1
6,0.623188,0.256705,0
7,-1.011274,-1.100074,1
8,-0.69933,0.731005,0
9,1.0269780000000002,-1.444782,1
10,0.862535,-0.2798,1
11,0.071122,-0.610232,0
12,0.568807,0.863138,0
13,-0.81004,-0.523914,1
14,-1.491062,0.5629890000000001,1
15,-1.20404,-0.586166,1
16,0.530695,0.390884,0
17,0.241883,-0.025691000000000002,0
18,1.155015,-0.44585,1
19,-0.711326,0.155894,0
20,0.169034,-0.556384,0
21,0.033868999999999996,0.26015900000000003,0
22,-0.671686,0.680367,0
23,0.079197,-1.399672,1
24,-1.425365,0.903429,1
25,1.285606,1.2759120000000002,1
26,-1.095356,-0.736668,1
27,-1.265844,1.060137,1
28,1.131774,-0.9563,1
29,0.9796219999999999,-0.983935,1
30,-1.303575,-1.158379,1
31,0.217717,1.061653,0
