,x1,x2,catagory
0,0.795968,-0.390917,1
1,0.6732779999999999,0.050048,0
2,0.052658,-0.823795,0
3,1.319713,-0.829256,1
4,-0.293081,0.100801,0
5,0.283237,-1.4458280000000001,1
6,0.623188,0.256705,0
7,-1.011274,-1.100074,1
8,-0.69933,0.731005,0
9,1.0269780000000002,-1.444782,1
10,0.862535,-0.2798,1
11,0.071122,-0.610232,0
12,0.568807,0.863138,0
13,-0.81004,-0.523914,1
14,-1.491062,0.5629890000000001,1
15,-1.20404,-0.586166,1
16,0.530695,0.390884,0
17,0.241883,-0.025691000000000002,0
18,1.155015,-0.44585,1
19,-0.711326,0.155894,0
20,0.169034,-0.556384,0
21,0.033868999999999996,0.26015900000000003,0
22,-0.671686,0.680367,0
23,0.079197,-1.399672,1
24,-1.425365,0.903429,1
25,1.285606,1.2759120000000002,1
26,-1.095356,-0.736668,1
27,-1.265844,1.060137,1
28,1.131774,-0.9563,1
29,0.9796219999999999,-0.983935,1
30,-1.303575,-1.158379,1
31,0.217717,1.061653,0
32,-0.524385,1.215435,0
33,0.745962,-1.03891,1
34,-1.2353020000000001,0.814441,1
35,0.58934,0.041007999999999996,0
36,-1.463392,-1.279411,1
37,-0.228304,0.525871,0
38,-0.717838,-0.278475,0
39,-1.438559,-1.390926,1
40,-1.4344430000000001,1.2985520000000002,1
41,0.730668,1.148987,0
42,-0.278681,0.828234,0
43,-1.134266,-0.2902,1
44,-0.7540520000000001,0.165452,0
45,0.280025,-0.266534,0
46,-1.042952,0.656638,0
47,1.1447479999999999,0.038882,1
48,0.130019,1.160777,1
49,0.788043,-0.28212800000000005,0
50,1.373046,0.830794,1
51,0.519044,-1.348913,1
52,-0.25660700000000003,-1.207468,1
53,-0.461247,1.432821,1
54,0.680411,0.458085,0
55,1.1052170000000001,-0.668966,1
56,0.30241799999999996,-0.093704,0
57,-0.46966499999999994,-1.4564409999999999,1
58,0.895452,1.017852,0
59,0.300125,0.090933,0
60,-0.701951,0.65738,0
61,0.796629,-0.641548,1
62,-1.3618139999999999,-0.278858,1
63,-0.622222,0.24443099999999998,0
64,-0.510612,-0.7308180000000001,1
65,-1.235172,-0.8732049999999999,1
66,-1.321316,0.28065999999999997,1
67,0.18367,1.024275,0
68,0.165376,0.03193,0
69,-1.036907,0.555661,0
70,-0.844384,0.416137,0
71,0.796166,0.005825,0
72,-0.32872399999999996,1.1883190000000001,0
73,0.184303,0.289142,0
74,1.190663,-0.7201529999999999,1
75,1.022644,-0.69923,1
76,1.2361719999999998,-1.051134,1
77,-0.809096,-0.48190500000000003,1
78,0.982972,-1.3586690000000001,1
79,0.010031,0.8390920000000001,0
80,0.852226,-1.4487700000000001,1
81,-0.7252649999999999,0.095371,0
82,0.50534,-0.32472399999999996,0
83,-1.121625,0.8609370000000001,1
84,0.693705,-1.052306,1
85,-0.067672,0.539434,0
86,1.055333,0.314687,0
87,-0.8200149999999999,-1.0103309999999999,1
